Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,71.5,71.5,70.400002,70.870003,62.269939,3916400
2012-09-05,71.379997,72.050003,71.110001,71.919998,63.192505,4946900
2012-09-06,72.370003,73.269997,72.370003,72.82,63.983288,4358800
2012-09-10,72.309998,72.32,70.809998,71.080002,62.454441,8354500
2012-09-13,70.68,71.989998,70.440002,71.580002,62.893757,5314100
2012-09-17,70.769997,70.82,69.889999,69.919998,61.435223,6917200
2012-09-18,69.860001,70.459999,69.559998,70.449997,61.90089,5490300
2012-09-19,70.739998,70.739998,69.879997,69.900002,61.417633,5193400
2012-09-25,70.290001,70.489998,69.379997,69.379997,60.960732,4085900
2012-09-26,69.339996,70.510002,69.309998,70.25,61.725166,5256400
2012-09-28,69.75,70.050003,69.18,69.599998,61.154057,4057500
2012-10-01,69.860001,70.669998,69.800003,70.010002,61.514294,4012100
2012-10-02,70.110001,70.300003,69.199997,69.529999,61.092533,3077900
2012-10-05,70.260002,71.25,70.209999,70.889999,62.287483,3741600
2012-10-11,70.900002,71.550003,70.800003,70.830002,62.234783,3183200
2012-10-12,71.080002,72.239998,71.0,71.849998,63.130993,4345600
2012-10-15,71.849998,72.279999,71.68,72.25,63.482475,3858000
2012-10-16,72.760002,73.709999,72.5,73.480003,64.56321,4799300
2012-10-18,73.519997,74.260002,73.239998,74.260002,65.248543,3414200
2012-10-23,72.989998,73.230003,72.610001,72.82,63.983288,4544900
2012-10-25,73.050003,73.089996,70.650002,71.540001,62.858624,8191500
2012-10-26,71.160004,71.580002,70.550003,71.110001,62.480808,4389000
2012-10-31,71.349998,71.449997,70.269997,70.440002,61.892101,3778700
2012-11-02,71.0,71.360001,69.959999,70.050003,61.549435,4400400
2012-11-05,69.870003,70.599998,69.849998,70.410004,61.865765,3833000
2012-11-06,70.470001,72.440002,70.470001,72.019997,63.280365,4923700
2012-11-07,70.690002,70.769997,69.300003,70.110001,61.980824,6675400
2012-11-08,70.129997,71.32,70.089996,70.980003,62.749935,7363500
2012-11-09,70.760002,73.300003,70.599998,73.25,64.756737,10269800
2012-11-12,73.410004,74.18,73.279999,73.690002,65.145729,6497600
2012-11-14,73.339996,73.650002,71.120003,71.290001,63.024002,6063100
2012-11-19,71.489998,72.080002,71.080002,71.959999,63.616322,3475700
2012-11-20,71.870003,72.800003,71.790001,72.540001,64.129059,3161000
2012-11-21,72.540001,73.860001,72.389999,73.150002,64.668327,3119800
2012-11-23,73.349998,73.75,73.089996,73.739998,65.189926,1579200
2012-11-26,73.400002,74.300003,73.199997,74.269997,65.658463,3709100
2012-11-28,74.0,74.239998,73.150002,74.089996,65.499321,4245900
2012-12-07,74.089996,74.660004,73.610001,74.639999,65.985565,3718000
2012-12-10,74.620003,75.580002,74.43,75.529999,66.772377,5323800
2012-12-13,75.419998,75.489998,74.099998,74.32,65.70266,4977600
