Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,87.330002,87.459999,86.519997,87.120003,74.40815,10602900
2012-09-06,87.889999,89.25,87.849998,88.989998,76.005302,15713500
2012-09-07,89.269997,90.0,89.269997,89.919998,76.799614,15623900
2012-09-13,89.709999,91.559998,89.43,91.230003,77.918472,19870900
2012-09-14,91.5,92.400002,91.25,92.300003,78.832352,21388800
2012-09-19,91.480003,91.75,90.57,90.57,77.354774,16302100
2012-09-20,90.139999,91.690002,90.089996,91.519997,78.166145,12238400
2012-09-26,91.720001,92.040001,91.099998,91.230003,77.918472,11616500
2012-09-27,91.830002,92.25,91.190002,91.800003,78.405289,10632700
2012-10-04,92.080002,92.540001,91.910004,92.220001,78.764023,11507100
2012-10-09,92.830002,93.360001,92.110001,92.129997,78.687149,13799200
2012-10-10,91.800003,92.019997,90.669998,91.029999,77.74765,15332500
2012-10-15,91.349998,91.690002,90.540001,91.510002,78.157616,10651100
2012-10-16,91.889999,92.480003,91.800003,92.379997,78.900658,9069300
2012-10-17,92.620003,93.540001,92.610001,93.389999,79.763313,10759100
2012-10-19,93.57,93.669998,91.75,92.150002,78.704224,15928100
2012-10-23,91.129997,91.379997,90.010002,90.18,77.02166,14085500
2012-10-25,90.629997,90.800003,89.68,90.43,77.235214,10387200
2012-10-31,91.029999,91.410004,90.110001,91.169998,77.867226,14848500
2012-11-02,91.760002,91.940002,90.059998,90.269997,77.098549,12742400
2012-11-06,90.860001,92.050003,90.730003,91.610001,78.243019,12026500
2012-11-07,90.239998,90.239998,87.699997,88.18,75.785034,19423500
2012-11-08,88.269997,88.43,87.029999,87.07,74.831062,13743000
2012-11-13,86.75,87.989998,86.440002,86.470001,74.315407,12260300
2012-11-19,87.400002,88.199997,87.089996,87.669998,75.346718,12911000
2012-11-21,87.809998,88.019997,87.480003,88.010002,75.638947,13905300
2012-11-23,88.25,89.089996,88.010002,89.089996,76.567123,11931000
2012-11-26,88.32,88.629997,88.029999,88.620003,76.163185,16423600
2012-11-27,88.400002,88.540001,87.239998,87.349998,75.071701,11841600
2012-11-28,86.529999,88.190002,86.279999,88.099998,75.716263,15959900
2012-12-03,88.550003,88.580002,87.470001,87.610001,75.295166,10937300
2012-12-05,87.269997,88.269997,87.099998,87.730003,75.398277,12717800
2012-12-07,88.169998,88.639999,87.769997,88.599998,76.145996,10603100
2012-12-11,88.610001,89.489998,88.400002,88.989998,76.481186,12634600
2012-12-12,89.089996,90.370003,88.910004,89.449997,76.876518,14729500
2012-12-13,89.160004,89.449997,88.269997,88.580002,76.128807,12290300
2012-12-14,88.0,88.449997,87.919998,88.080002,75.699089,13363600
2012-12-17,88.360001,88.940002,88.099998,88.870003,76.378052,15672500
2012-12-18,88.75,89.739998,88.559998,89.559998,76.971046,15396600
2012-12-19,89.540001,89.610001,88.379997,88.440002,76.008484,15092500
2012-12-20,88.379997,88.940002,87.980003,88.889999,76.395233,15789000
2012-12-21,87.660004,88.599998,87.010002,87.230003,74.968575,33057000
2012-12-28,86.099998,86.290001,85.07,85.099998,73.137985,13358700
2012-12-31,85.040001,86.660004,84.699997,86.550003,74.38414,19810800
2013-01-02,87.790001,88.720001,87.239998,88.709999,76.24054,16143700
2013-01-07,88.309998,88.489998,87.57,87.93,75.570175,11799800
2013-01-08,87.82,88.480003,87.290001,88.480003,76.042862,14226400
2013-01-10,88.75,89.480003,88.370003,89.099998,76.575706,13099600
2013-01-11,88.970001,89.709999,88.860001,89.610001,77.014023,11645600
2013-01-17,89.760002,90.940002,89.599998,90.199997,77.521088,13400300
2013-01-18,90.089996,90.830002,89.830002,90.800003,78.036751,17196000
2013-01-24,90.879997,91.720001,90.75,91.349998,78.509445,11100000
2013-01-28,91.669998,91.669998,90.769997,91.110001,78.303185,11617500
2013-01-29,91.209999,91.93,91.199997,91.760002,78.861816,11700600
2013-01-30,91.169998,91.720001,90.379997,90.669998,77.925041,15645400
2013-01-31,90.690002,91.209999,89.739998,89.970001,77.323418,15991500
2013-02-04,89.410004,89.620003,88.839996,89.150002,76.61869,13347300
2013-02-05,89.879997,90.190002,89.419998,89.739998,77.125763,11679700
