Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,79.699997,80.07,77.919998,78.349998,69.638145,4728800
2012-09-06,78.739998,79.709999,78.650002,79.400002,70.571404,4581800
2012-09-10,79.199997,79.589996,78.599998,78.610001,69.86924,3817900
2012-09-13,78.93,80.889999,78.699997,80.529999,71.575729,4660900
2012-09-14,81.0,82.5,80.68,82.449997,73.282257,7444700
2012-09-18,81.580002,82.0,81.089996,81.480003,72.420097,4098600
2012-09-20,81.389999,81.5,80.18,80.919998,71.922379,5664200
2012-09-24,80.43,80.43,79.43,80.029999,71.131332,3639800
2012-09-25,80.089996,80.239998,78.68,78.769997,70.011421,5454100
2012-10-09,78.209999,78.489998,77.330002,77.330002,68.73156,4118300
2012-10-10,77.199997,77.389999,75.849998,76.019997,67.567215,4991400
2012-10-16,76.68,77.709999,76.400002,77.599998,68.971527,2895900
2012-10-17,77.730003,78.769997,77.519997,78.540001,69.806999,3610900
2012-10-18,78.330002,79.360001,78.050003,79.230003,70.420288,3317000
2012-10-19,78.82,79.139999,77.639999,77.989998,69.318161,4107400
2012-10-23,76.510002,78.5,76.349998,77.07,68.500465,6585000
2012-10-24,77.599998,78.309998,76.790001,77.900002,69.238182,5717100
2012-10-25,78.239998,78.599998,77.019997,77.290001,68.695999,4529300
2012-10-26,77.449997,78.43,77.290001,78.199997,69.504829,4323600
2012-11-01,78.459999,80.389999,78.120003,79.059998,70.269188,6020600
2012-11-02,79.290001,79.900002,78.029999,78.07,69.389275,4894500
2012-11-06,78.059998,80.260002,77.900002,79.970001,71.078011,4598100
2012-11-07,79.160004,79.160004,76.910004,77.68,69.042648,5179500
2012-11-08,77.440002,77.699997,76.150002,76.160004,67.69165,3399800
2012-11-12,76.169998,77.190002,75.760002,76.949997,68.393822,3057200
2012-11-14,76.790001,76.800003,74.440002,74.650002,66.813766,4274400
2012-11-16,74.970001,75.690002,74.470001,75.25,67.3508,4284500
2012-11-19,76.080002,76.730003,75.599998,76.580002,68.541168,3814900
2012-11-21,76.809998,77.839996,76.459999,77.330002,69.21244,2911500
2012-11-23,77.82,78.660004,77.610001,78.610001,70.358101,1426300
2012-11-28,78.5,80.0,78.370003,79.800003,71.42318,4268800
2012-12-06,80.300003,80.900002,79.93,80.870003,72.380859,3156700
2012-12-13,81.220001,81.379997,80.190002,80.370003,71.933327,4064600
2012-12-18,80.099998,82.459999,79.900002,82.230003,73.598083,6035800
2012-12-19,82.220001,83.57,81.900002,83.029999,74.314102,7464700
2012-12-21,82.370003,82.870003,81.400002,82.540001,73.875534,7168200
2012-12-28,81.519997,81.82,80.68,80.809998,72.327141,2212500
2012-12-31,80.510002,82.25,80.279999,82.010002,73.401176,3678800
2013-01-02,83.43,84.0,83.110001,84.0,75.182289,4485200
2013-01-04,84.470001,84.989998,84.07,84.980003,76.059395,3855900
2013-01-08,84.389999,84.709999,83.25,83.550003,74.77951,4830600
2013-01-09,83.940002,85.309998,83.830002,84.550003,75.674538,3770000
2013-01-14,85.25,85.970001,85.25,85.800003,76.793327,3125400
2013-01-17,86.080002,86.599998,85.589996,86.400002,77.33036,3430700
2013-01-18,86.709999,87.360001,86.239998,86.949997,77.822609,4220000
2013-01-22,86.629997,87.5,86.339996,87.470001,78.28801,4117700
2013-01-23,87.290001,88.379997,86.809998,88.07,78.825027,3959900
2013-01-24,88.010002,88.959999,87.529999,88.919998,79.585808,5352200
2013-01-25,88.860001,89.809998,88.860001,89.790001,80.364494,4548500
2013-01-30,89.620003,89.720001,89.019997,89.099998,79.746925,4479100
2013-01-31,88.589996,89.099998,87.57,87.57,78.377533,5742000
2013-02-01,87.989998,90.110001,87.989998,89.839996,80.409233,6773500
2013-02-07,89.540001,89.949997,88.610001,89.949997,80.507683,3780700
2013-02-11,90.07,90.32,89.360001,89.610001,80.203392,3079000
2013-02-15,90.050003,90.779999,89.849998,90.779999,81.736557,4419900
2013-02-20,91.019997,91.199997,90.110001,90.160004,81.178307,3019800
2013-02-21,89.779999,89.809998,88.519997,89.410004,80.503029,3785200
2013-02-22,89.889999,90.489998,89.669998,90.489998,81.475433,3649200
2013-02-25,90.900002,90.949997,88.370003,88.370003,79.56662,4001000
2013-02-26,89.010002,89.529999,88.669998,89.199997,80.313957,2607100
2013-02-27,89.099998,90.760002,88.410004,90.57,81.54747,3362100
2013-03-04,89.540001,89.709999,88.489998,89.129997,80.250908,3145400
2013-03-05,89.690002,91.290001,89.510002,91.019997,81.952637,3362800
2013-03-07,91.199997,91.889999,91.18,91.709999,82.573906,2526400
2013-03-11,92.160004,93.099998,91.910004,92.910004,83.65435,2568300
2013-03-18,92.970001,93.580002,92.620003,92.769997,83.52832,2980200
2013-03-21,93.010002,93.309998,92.279999,92.43,83.222168,2222500
2013-03-22,92.790001,93.639999,92.599998,93.589996,84.266617,3207800
2013-03-25,93.779999,94.0,92.330002,92.800003,83.555321,2353700
2013-03-28,93.099998,93.730003,93.010002,93.43,84.122566,4046700
2013-04-01,93.160004,93.410004,92.699997,92.919998,83.663353,2543400
2013-04-05,92.0,92.75,91.900002,92.639999,83.411255,2564800
2013-04-08,92.839996,93.720001,92.419998,93.709999,84.374664,2386000
2013-04-09,93.940002,94.580002,93.379997,94.449997,85.040955,3181300
2013-04-10,94.720001,95.699997,94.639999,95.18,85.698227,3780200
2013-04-11,95.519997,95.839996,95.169998,95.82,86.274475,3908900
2013-04-15,95.370003,95.480003,93.5,93.519997,84.20359,3956200
2013-04-16,94.400002,94.82,93.720001,94.510002,85.094963,2843400
2013-04-17,93.790001,93.889999,92.410004,92.849998,83.600327,3531700
2013-04-18,92.910004,93.110001,91.25,91.550003,82.429848,4387800
2013-04-19,91.720001,93.290001,91.720001,93.220001,83.933487,3784200
2013-04-23,93.300003,94.25,90.650002,92.889999,83.63636,6504600
2013-04-24,92.730003,93.07,91.82,92.0,82.835014,4228100
2013-04-26,92.029999,92.209999,91.129997,91.150002,82.069695,2927400
2013-04-29,91.269997,91.790001,90.620003,91.620003,82.492859,2993600
2013-05-02,91.290001,92.190002,91.290001,91.75,82.609901,2724800
2013-05-03,92.730003,93.480003,92.43,93.110001,83.834427,3088100
2013-05-08,93.75,94.379997,93.589996,94.379997,84.977928,2606200
