Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,35.695,36.200001,35.400002,36.035,36.035,3925000
2012-09-05,35.924999,36.0,35.330002,35.48,35.48,4681800
2012-09-06,36.014999,37.299999,36.014999,37.244999,37.244999,9214400
2012-09-07,37.5,37.865002,36.98,37.720001,37.720001,5721000
2012-09-10,37.465,37.494999,36.615002,36.790001,36.790001,5062000
2012-09-12,36.990002,37.215,36.799999,36.994999,36.994999,2818800
2012-09-13,37.0,37.724998,36.805,37.544998,37.544998,5055800
2012-09-14,37.549999,38.16,37.200001,38.134998,38.134998,7153400
2012-09-17,37.805,38.455002,37.639999,38.404999,38.404999,5834400
2012-09-25,38.529999,38.900002,38.044998,38.07,38.07,4619600
2012-09-27,38.150002,38.575001,37.985001,38.369999,38.369999,3698600
2012-10-02,39.014999,39.415001,38.860001,39.209999,39.209999,6427200
2012-10-03,39.465,39.529999,39.110001,39.494999,39.494999,4863800
2012-10-04,39.615002,39.994999,39.509998,39.790001,39.790001,4289600
2012-10-05,40.0,40.619999,39.900002,40.145,40.145,5910000
2012-10-10,39.595001,39.805,38.029999,38.68,38.68,11231600
2012-10-12,39.505001,39.875,39.125,39.209999,39.209999,5770200
2012-10-15,39.209999,39.209999,38.615002,38.985001,38.985001,3644600
2012-10-17,39.099998,39.695,38.919998,39.404999,39.404999,3496600
2012-10-19,39.235001,39.32,37.549999,37.580002,37.580002,7295800
2012-10-23,37.169998,37.744999,36.919998,37.025002,37.025002,5271400
2012-10-26,37.07,37.740002,37.07,37.599998,37.599998,4442600
2012-10-31,37.709999,37.715,36.599998,36.674999,36.674999,5047200
2012-11-01,37.014999,37.619999,36.970001,37.404999,37.404999,4180400
2012-11-02,37.505001,37.505001,36.474998,36.52,36.52,4263200
2012-11-06,36.889999,37.244999,36.615002,37.029999,37.029999,3580600
2012-11-07,36.709999,36.709999,35.895,36.279999,36.279999,4955400
2012-11-08,36.145,36.334999,35.625,35.650002,35.650002,3412400
2012-11-12,39.009998,39.23,37.150002,37.830002,37.830002,15055000
2012-11-13,37.455002,38.064999,37.195,37.200001,37.200001,6259200
2012-11-15,37.365002,37.395,36.669998,36.77,36.77,7223000
2012-11-16,36.794998,37.5,36.634998,37.165001,37.165001,8173200
2012-11-19,37.619999,38.049999,37.125,37.59,37.59,7018800
2012-11-20,37.59,38.580002,37.244999,38.560001,38.560001,5947000
2012-11-21,38.810001,39.055,38.785,38.93,38.93,4406200
2012-11-23,38.884998,39.285,38.855,39.255001,39.255001,1792800
2012-11-27,39.355,39.724998,39.029999,39.07,39.07,5208400
2012-11-28,38.945,39.494999,38.490002,39.445,39.445,5031600
2012-11-29,39.5,39.900002,39.43,39.695,39.695,4701800
2012-11-30,39.814999,39.904999,39.189999,39.294998,39.294998,6731400
2012-12-04,39.450001,39.970001,39.41,39.720001,39.720001,7470000
2012-12-07,39.514999,39.625,39.125,39.34,39.34,4017800
2012-12-10,39.384998,40.494999,39.34,40.25,40.25,9769600
2012-12-11,40.73,41.389999,40.355,41.040001,41.040001,12201600
2012-12-12,40.945,41.0,40.575001,40.595001,40.595001,6395000
2012-12-13,40.435001,40.639999,39.645,39.919998,39.919998,5747200
2012-12-14,39.834999,40.169998,39.5,39.68,39.68,4700000
2012-12-17,39.695,40.285,39.314999,40.220001,40.220001,5528600
2012-12-18,40.169998,40.474998,39.98,40.014999,40.014999,6692600
2012-12-24,39.549999,39.720001,39.514999,39.634998,39.634998,2838400
2012-12-26,39.584999,39.77,39.134998,39.355,39.355,3252400
2012-12-28,39.005001,39.360001,38.849998,38.865002,38.865002,3036800
2012-12-31,38.895,39.41,38.610001,39.235001,39.235001,4876200
2013-01-02,40.060001,40.549999,39.875,40.549999,40.549999,8016000
2013-01-03,40.689999,41.195,40.549999,40.834999,40.834999,5349200
2013-01-04,41.014999,41.584999,40.799999,41.044998,41.044998,5976400
2013-01-07,41.049999,42.970001,40.665001,42.865002,42.865002,17560200
2013-01-08,43.82,45.759998,43.605,45.705002,45.705002,22886800
2013-01-09,45.52,46.564999,45.195,46.169998,46.169998,12545400
2013-01-10,46.279999,47.764999,46.125,47.740002,47.740002,12992400
2013-01-11,47.889999,48.165001,47.224998,48.150002,48.150002,10395600
2013-01-14,48.095001,48.855,47.685001,48.834999,48.834999,8441800
2013-01-15,48.950001,49.755001,48.610001,49.695,49.695,13214800
2013-01-16,49.599998,49.625,49.105,49.43,49.43,6883000
2013-01-17,49.450001,49.875,48.945,49.095001,49.095001,7671800
2013-01-18,49.145,50.060001,49.055,50.014999,50.014999,7560600
2013-01-22,49.990002,50.025002,49.215,49.654999,49.654999,8800800
2013-01-23,48.959999,49.665001,48.330002,49.110001,49.110001,8300400
2013-01-24,48.965,49.384998,48.52,48.744999,48.744999,6837000
2013-01-25,48.209999,49.950001,48.150002,49.880001,49.880001,10363400
2013-01-28,49.5,49.715,49.049999,49.474998,49.474998,6262000
2013-01-30,49.5,49.865002,48.924999,49.235001,49.235001,6847200
2013-02-01,49.970001,51.145,49.595001,50.720001,50.720001,10385400
2013-02-04,50.025002,50.665001,48.990002,49.294998,49.294998,7309000
