Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,340.996857,341.221008,335.492493,339.248413,339.248413,3793200
2012-09-06,341.699219,348.638214,341.086517,348.394135,348.394135,6109700
2012-09-07,348.693024,354.795135,347.532349,351.756531,351.756531,6490100
2012-09-10,353.554779,355.074097,347.891022,349.076569,349.076569,5139100
2012-09-11,347.676819,349.016785,344.209808,344.802582,344.802582,3761500
2012-09-13,345.250916,353.176208,343.980682,351.701721,351.701721,5337900
2012-09-14,353.475098,355.168732,352.184937,353.514954,353.514954,5256500
2012-09-18,352.568481,357.988159,352.070343,357.798889,357.798889,4149000
2012-09-19,357.410339,362.919678,356.867371,362.391663,362.391663,6219700
2012-09-21,364.737885,366.087799,363.696777,365.624542,365.624542,12765800
2012-09-24,364.135132,373.619568,363.761536,373.290802,373.290802,7154200
2012-09-26,373.524933,379.198669,369.116455,375.323212,375.323212,11388200
2012-10-01,378.107758,381.071655,376.693054,379.467651,379.467651,6359700
2012-10-02,381.171265,381.564789,373.734161,377.081604,377.081604,5601200
2012-10-03,376.448975,380.533661,374.695557,379.826324,379.826324,4433100
2012-10-04,379.950836,383.507507,378.282104,382.590942,382.590942,4926700
2012-10-08,379.079132,380.364288,375.666901,377.505005,377.505005,3931800
2012-10-09,378.416595,379.238525,369.878601,370.655701,370.655701,6028900
2012-10-11,375.04425,377.833801,373.74411,374.336884,374.336884,4785600
2012-10-12,374.52121,376.025574,370.660675,370.984467,370.984467,4826400
2012-10-15,369.584717,370.526184,363.985687,369.106506,369.106506,6060700
2012-10-16,368.683075,372.100281,366.85495,370.959564,370.959564,4131800
2012-10-17,370.585968,376.757813,368.747833,376.334412,376.334412,4602900
2012-10-18,376.359314,378.292053,336.737823,346.202362,346.202362,24977900
2012-10-19,351.472595,352.030518,334.7453,339.622009,339.622009,23050400
2012-10-31,338.660614,339.228485,336.239685,338.879791,338.879791,3085400
2012-11-01,338.481293,344.160004,338.092743,342.511169,342.511169,4115500
2012-11-05,340.971954,342.147552,336.518646,340.204834,340.204834,3283900
2012-11-07,336.239685,337.848663,332.00058,332.314392,332.314392,4481200
2012-11-08,333.848663,334.491241,324.399078,324.927094,324.927094,5213300
2012-11-09,326.102692,332.922119,323.935822,330.277039,330.277039,6251500
2012-11-13,330.262085,332.553497,327.886017,328.294464,328.294464,3200200
2012-11-14,329.096466,329.853638,324.035431,325.05661,325.05661,3349200
2012-11-15,323.786377,328.7677,320.747772,322.421478,322.421478,3711500
2012-11-19,326.625732,333.211029,326.541046,332.857361,332.857361,4754100
2012-11-21,333.245911,333.649414,328.966949,331.691742,331.691742,4240200
2012-11-26,331.975677,332.254639,328.279541,329.340546,329.340546,4425700
2012-11-27,328.852386,336.239685,327.771423,334.102692,334.102692,5036100
2012-11-28,332.757751,341.176178,330.705444,340.558502,340.558502,6106700
2012-11-29,342.605835,345.654388,339.726624,344.653168,344.653168,5573700
2012-11-30,344.364227,348.304474,341.564728,347.881042,347.881042,6350800
2012-12-04,346.202362,346.45639,341.569702,344.224762,344.224762,3998200
2012-12-07,346.202362,347.138824,339.935852,340.827484,340.827484,3852900
2012-12-11,343.71167,349.649414,342.575928,347.138824,347.138824,5395200
2012-12-13,356.623291,356.897247,348.468842,350.037964,350.037964,6915500
2012-12-17,351.432739,359.612091,350.695496,359.04422,359.04422,6093400
2012-12-21,355.651917,358.067871,353.93338,356.478821,356.478821,7078300
