Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,86.269997,86.400002,85.099998,85.470001,73.89077,1636400
2012-09-05,86.839996,86.889999,85.889999,86.290001,74.599678,1463600
2012-09-06,87.610001,88.260002,87.379997,87.540001,75.680328,2077000
2012-09-07,88.629997,88.790001,86.540001,86.949997,75.17025,2137700
2012-09-10,83.959999,84.860001,83.919998,84.269997,72.85334,1300000
2012-09-11,84.970001,85.650002,84.5,85.029999,73.510376,1505700
2012-09-12,84.470001,84.639999,83.779999,83.980003,72.602631,1212200
2012-09-13,84.0,85.480003,83.75,85.290001,73.735161,1003200
2012-09-18,85.910004,86.43,85.730003,86.110001,74.444069,1454800
2012-09-19,86.809998,86.889999,85.989998,86.550003,74.824463,1393800
2012-09-20,86.379997,87.029999,86.239998,87.0,75.21347,792400
2012-09-26,87.669998,87.699997,86.839996,87.540001,75.680328,919800
2012-09-27,86.510002,86.75,85.690002,86.660004,74.91954,1111600
2012-09-28,86.139999,86.32,84.940002,85.910004,74.271164,1208900
2012-10-02,88.220001,88.669998,88.0,88.43,76.44976,1412000
2012-10-05,90.330002,91.209999,90.040001,90.269997,78.040466,2497200
2012-10-08,89.580002,89.940002,89.440002,89.650002,77.504471,491700
2012-10-09,88.480003,88.739998,87.269997,87.309998,75.481491,1153900
2012-10-10,86.889999,87.440002,86.449997,86.739998,74.988701,732200
2012-10-16,88.139999,89.019997,87.970001,88.870003,76.830154,1869500
2012-10-18,87.400002,87.43,86.239998,86.370003,74.668839,1097900
2012-10-19,86.400002,86.419998,85.300003,85.57,73.977219,1078200
2012-10-22,86.400002,86.470001,85.760002,86.18,74.504585,851000
2012-10-24,86.220001,86.669998,85.220001,85.459999,73.882133,994800
2012-10-31,85.330002,85.370003,83.580002,83.800003,72.447014,1627900
2012-11-01,83.970001,84.0,82.599998,82.779999,71.565201,1633300
2012-11-02,83.690002,83.879997,83.339996,83.440002,72.135796,845500
2012-11-05,82.620003,82.699997,82.110001,82.269997,71.124298,825000
2012-11-06,83.400002,83.599998,83.099998,83.57,72.248169,556500
2012-11-07,82.5,82.639999,81.839996,82.169998,71.037834,673500
