Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,43.139999,43.389999,42.869999,43.25,36.67268,24591000
2012-09-06,43.650002,44.259998,43.619999,44.240002,37.512131,9875400
2012-09-13,44.080002,44.709999,44.009998,44.66,38.228817,11859900
2012-09-14,44.549999,44.549999,43.439999,43.619999,37.338581,16537400
2012-09-17,43.48,44.0,43.48,44.0,37.663857,11010400
2012-09-19,44.119999,44.779999,44.09,44.509998,38.100418,9818100
2012-09-20,44.360001,44.970001,44.349998,44.889999,38.425705,9965000
2012-09-24,44.950001,45.25,44.790001,45.139999,38.639698,9989300
2012-10-02,45.43,45.599998,45.099998,45.470001,38.922176,7429500
2012-10-03,45.5,45.869999,45.27,45.779999,39.187538,8455800
2012-10-04,45.900002,46.389999,45.849998,46.119999,39.478573,8953800
2012-10-10,46.169998,46.389999,45.400002,45.599998,39.033443,9475300
2012-10-15,45.740002,46.630001,45.689999,46.59,39.88089,10281300
2012-10-16,46.740002,47.27,46.709999,47.169998,40.377373,11954200
2012-10-18,47.290001,48.0,47.279999,47.959999,41.053612,10986100
2012-10-19,47.939999,47.990002,46.880001,47.029999,40.257542,12976500
2012-10-22,46.810001,47.029999,46.189999,46.48,39.786743,14021400
2012-10-23,46.189999,46.529999,45.869999,45.889999,39.281693,12504200
2012-10-25,46.099998,46.34,46.009998,46.299999,39.63266,10971500
2012-10-31,46.419998,46.709999,45.439999,45.630001,39.059147,13535000
2012-11-01,45.75,46.490002,45.68,45.939999,39.32449,12166000
2012-11-05,45.82,46.0,45.310001,45.669998,39.09338,8981200
2012-11-06,45.689999,46.32,45.68,45.919998,39.307369,8735300
2012-11-07,45.549999,45.669998,44.18,44.459999,38.057621,24067900
2012-11-08,44.509998,44.77,43.84,43.84,37.526897,16329900
2012-11-13,43.77,44.459999,43.669998,43.68,37.389942,9599100
2012-11-14,43.700001,43.900002,42.91,43.049999,36.850662,14206900
2012-11-15,42.959999,43.139999,42.549999,42.799999,36.636665,12283200
2012-11-16,42.84,43.23,42.360001,43.07,36.86779,16636500
2012-11-19,43.32,43.400002,43.09,43.34,37.098904,9189700
2012-11-20,43.419998,43.669998,43.240002,43.560001,37.287224,10905100
