Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,17.540001,17.9,17.540001,17.719999,17.719999,17000.0
2012-09-06,17.85,18.08,17.709999,18.08,18.08,12500.0
2012-09-07,18.01,18.540001,17.799999,18.389999,18.389999,10300.0
2012-09-10,18.299999,18.360001,17.84,17.860001,17.860001,18700.0
2012-09-11,17.83,18.17,17.629999,17.700001,17.700001,19900.0
2012-09-12,17.629999,17.959999,17.629999,17.790001,17.790001,19200.0
2012-09-13,17.620001,18.1,17.58,17.940001,17.940001,18900.0
2012-09-14,17.950001,18.16,17.780001,18.09,18.09,16800.0
2012-09-18,18.209999,18.43,17.83,17.950001,17.950001,25000.0
2012-09-20,17.82,17.959999,17.6,17.620001,17.620001,26100.0
2012-09-21,17.879999,18.120001,17.610001,17.93,17.93,65000.0
2012-09-24,17.889999,18.129999,17.83,18.120001,18.120001,8000.0
2012-09-25,18.24,18.67,18.24,18.549999,18.549999,19500.0
2012-09-26,18.690001,19.57,18.690001,19.25,19.25,36900.0
2012-09-27,19.450001,19.469999,18.42,18.66,18.66,32400.0
2012-09-28,18.48,18.559999,18.01,18.01,18.01,21200.0
2012-10-01,18.0,18.120001,17.799999,17.84,17.84,12400.0
2012-10-02,17.83,18.07,17.75,17.950001,17.950001,12400.0
2012-10-03,18.09,18.309999,17.959999,18.059999,18.059999,12400.0
2012-10-04,18.030001,18.48,18.030001,18.48,18.48,10700.0
2012-10-05,18.440001,18.629999,18.1,18.18,18.18,14400.0
2012-10-08,18.02,18.48,18.0,18.389999,18.389999,5200.0
2012-10-09,18.5,18.5,18.1,18.23,18.23,6600.0
2012-10-10,18.23,18.389999,17.719999,17.85,17.85,7000.0
2012-10-11,18.040001,18.040001,17.780001,17.940001,17.940001,15600.0
2012-10-15,17.879999,18.030001,17.76,18.030001,18.030001,8700.0
2012-10-16,18.25,18.35,17.700001,17.74,17.74,25500.0
2012-10-17,17.799999,18.02,17.799999,17.879999,17.879999,11700.0
2012-10-18,17.950001,18.1,17.700001,17.719999,17.719999,13800.0
2012-10-23,17.75,17.77,17.5,17.57,17.57,22300.0
2012-10-24,17.51,17.629999,17.280001,17.280001,17.280001,27300.0
2012-10-25,17.280001,17.66,17.280001,17.629999,17.629999,11600.0
2012-10-26,17.719999,17.99,17.540001,17.91,17.91,14200.0
2012-10-31,17.91,17.969999,17.559999,17.610001,17.610001,16400.0
2012-11-01,17.709999,17.719999,17.25,17.389999,17.389999,17500.0
2012-11-05,17.370001,17.690001,17.370001,17.540001,17.540001,20900.0
2012-11-07,17.469999,17.469999,16.77,16.85,16.85,16500.0
2012-11-08,16.76,16.98,16.549999,16.549999,16.549999,19200.0
2012-11-13,16.530001,16.530001,16.190001,16.24,16.24,14100.0
2012-11-14,16.25,16.25,14.64,14.67,14.67,34700.0
2012-11-16,14.57,14.96,14.5,14.89,14.89,21700.0
2012-11-19,14.94,15.66,14.94,15.62,15.62,16100.0
2012-11-20,15.62,16.360001,15.6,16.200001,16.200001,21100.0
2012-11-21,16.370001,16.5,16.209999,16.450001,16.450001,9500.0
2012-11-23,16.450001,16.74,16.33,16.65,16.65,9000.0
2012-11-26,16.65,17.08,16.639999,17.01,17.01,14800.0
