Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,40.689915,40.689915,39.855953,40.09856,39.167912,4583900
2012-09-06,40.409401,41.31918,40.394238,41.296436,40.33799,2841700
2012-09-07,41.288857,41.796814,40.932526,41.743744,40.774918,3327000
2012-09-10,41.478394,41.614861,40.962852,41.008339,40.05658,3737200
2012-09-11,41.106899,41.394997,41.046246,41.349506,40.38982,2692800
2012-09-13,41.349506,42.198635,41.197876,42.009098,41.034103,3308300
2012-09-14,42.107658,42.410919,41.3116,41.5163,40.552742,6374300
2012-09-18,41.432903,42.312359,41.432903,42.198635,41.219242,4613400
2012-09-20,41.751328,41.827141,41.394997,41.713421,40.745281,3868800
2012-09-26,41.228203,41.993935,41.084156,41.721001,40.771378,7151300
2012-09-27,41.758907,42.259289,41.50872,42.039425,41.08255,4923800
2012-09-28,41.819561,41.978771,41.432903,41.811977,40.860271,5589100
2012-10-01,41.811977,43.328278,41.811977,42.645943,41.675259,6474500
2012-10-02,42.797573,42.88097,42.092495,42.350266,41.386318,3322400
2012-10-03,42.554966,42.97953,42.388172,42.789993,41.816029,3111900
2012-10-08,42.77483,43.237301,42.608036,43.08567,42.10498,2590900
2012-10-09,43.070507,43.070507,41.933281,42.024261,41.067722,5343400
2012-10-11,42.160728,42.858227,42.031841,42.403336,41.438179,3776200
2012-10-15,42.494312,42.767246,42.357845,42.67627,41.704891,3708600
2012-10-16,42.843063,43.199394,42.812737,42.911297,41.934578,3584200
2012-10-17,43.153904,43.206974,42.403336,42.532223,41.564137,6207700
2012-10-18,40.485214,40.940105,39.84079,40.523125,39.600754,18249500
2012-10-22,40.424564,40.803638,39.643669,40.04549,39.134003,9706200
2012-10-23,39.545109,39.878696,39.044731,39.719486,38.815411,6504700
2012-10-26,39.689159,39.711903,39.120544,39.249432,38.356056,6194100
2012-11-01,39.423805,39.742229,39.378319,39.651253,38.748734,8585500
2012-11-02,39.969673,40.197121,39.347992,39.385899,38.489422,7981700
2012-11-06,39.689159,40.265354,39.628506,40.030327,39.119175,4262000
2012-11-07,39.598179,39.673996,39.294922,39.401062,38.504238,5115800
2012-11-14,39.643669,39.764973,38.923428,38.976498,38.08934,6261500
2012-11-16,39.203941,39.552692,39.014404,39.416225,38.519047,5989800
2012-11-19,39.749809,40.10614,39.689159,40.10614,39.193275,3800900
2012-11-21,39.939346,40.515541,39.810463,40.21228,39.296997,3322800
2012-11-23,40.288097,40.561031,40.21228,40.553448,39.630394,1360400
2012-11-26,40.21228,40.295677,39.863533,39.94693,39.037674,4011000
2012-11-27,39.962093,40.022743,39.514786,39.583019,38.68206,5982000
2012-11-28,39.636089,40.128887,39.461712,40.030327,39.119175,6614500
2012-11-29,40.272934,40.765732,40.181957,40.667171,39.741539,5026800
2012-11-30,40.674755,40.993176,40.507961,40.917362,39.986023,4639900
2012-12-03,41.243366,41.288857,40.462471,40.500378,39.578537,5047600
2012-12-06,40.280514,40.477634,40.09856,40.235027,39.319218,3622600
2012-12-07,40.515541,40.674755,40.136467,40.561031,39.63781,2495100
2012-12-12,40.818802,41.842304,40.568611,41.448067,40.523571,6299800
2012-12-14,41.531464,41.67551,41.3116,41.334343,40.412392,3179800
2012-12-17,41.5163,42.016678,41.46323,42.001514,41.064671,4409500
2012-12-18,41.956028,42.767246,41.887794,42.706596,41.754028,4215600
2012-12-19,42.683853,42.752087,42.198635,42.206219,41.264809,4540100
2012-12-20,42.312359,42.896133,42.274452,42.83548,41.880043,4231600
2012-12-21,42.251705,42.630779,42.100075,42.501896,41.553902,4584500
2012-12-26,42.418499,42.592873,42.100075,42.198635,41.257393,2038700
2012-12-28,41.948444,42.160728,41.652767,41.713421,40.783016,2205700
2012-12-31,41.56937,42.418499,41.372253,42.380592,41.43531,3194000
2013-01-02,43.184231,43.578468,42.585293,43.578468,42.606449,5128500
2013-01-03,43.487492,44.268387,43.487492,43.995453,43.014137,6700100
2013-01-08,43.889309,44.260803,43.631538,43.730099,42.754711,3636400
2013-01-09,45.489006,45.86808,44.988628,45.337376,44.32613,9661100
2013-01-15,45.056862,45.511753,44.897648,45.481426,44.466984,3434000
2013-01-17,45.784687,46.239574,45.504169,46.027294,45.000668,3639700
2013-01-30,46.118271,46.171341,45.375286,45.489006,44.474377,4623600
2013-02-01,45.724033,45.898407,45.511753,45.845337,44.822769,5212500
2013-02-04,45.633057,45.76194,45.405609,45.458679,44.444729,3224200
2013-02-05,45.746777,46.110691,45.670963,46.004547,44.978428,3030900
2013-02-08,45.60273,46.103107,45.55724,46.103107,45.074791,2021200
2013-02-15,46.383625,46.929493,46.125854,46.762699,45.719666,4830800
2013-02-20,46.906746,47.005306,46.163761,46.224411,45.193378,5159400
2013-02-22,46.330555,46.595905,46.254738,46.595905,45.556591,2843300
2013-02-25,46.633812,46.777863,45.398029,45.405609,44.392845,4239700
2013-02-26,45.595146,45.905991,45.579987,45.716454,44.696762,2807600
2013-02-27,45.75436,46.618652,45.66338,46.429111,45.393513,3032200
2013-02-28,46.550419,46.997726,46.345715,46.702045,45.660366,3385000
2013-03-05,46.876423,47.33131,46.793026,47.1721,46.119934,2674500
2013-03-06,47.247913,47.354057,46.755119,46.830933,45.786373,3081100
2013-03-07,46.929493,47.005306,46.557999,46.565578,45.526932,2703400
2013-03-08,46.876423,47.058376,46.656559,46.95982,45.912384,2950700
2013-03-11,46.9674,47.232754,46.95982,47.202427,46.149582,2295800
2013-03-14,47.194843,47.460197,47.1721,47.460197,46.401604,2374800
2013-03-18,46.982563,47.156937,46.755119,46.861259,45.816029,3289700
2013-03-19,47.02047,47.187263,46.216831,46.459438,45.423172,4587400
2013-03-22,46.459438,46.838512,46.330555,46.755119,45.712257,3058800
2013-03-25,46.853676,47.01289,46.034874,46.277481,45.245266,3768300
2013-03-26,46.565578,46.899166,46.451859,46.884003,45.85704,2362300
2013-03-28,46.884003,47.17968,46.694466,47.11903,46.086914,3358800
2013-04-01,46.899166,47.081123,46.633812,46.846096,45.819965,2886400
2013-04-03,46.884003,46.929493,46.133434,46.315392,45.300884,4653100
2013-04-04,46.376041,46.603489,45.959061,46.057621,45.048756,4319300
2013-04-10,46.050037,46.884003,45.845337,46.838512,45.81255,3106700
2013-04-12,46.838512,46.990143,46.368462,46.671722,45.64941,2218800
2013-04-15,46.459438,46.686886,45.420773,45.420773,44.42585,3803700
2013-04-16,45.670963,46.231995,45.542076,46.216831,45.204475,2932600
2013-04-17,45.989388,46.034874,45.170586,45.291889,44.299801,4499300
2013-04-18,43.942379,44.39727,43.677029,44.010612,43.046593,11990700
2013-04-19,44.24564,44.852161,44.071266,44.806671,43.825211,4657500
2013-04-24,44.927975,45.693707,44.753601,45.458679,44.462933,5005200
2013-04-25,45.526913,46.186504,45.360123,45.822594,44.818882,3455700
2013-04-26,45.777103,46.057621,45.435936,45.44352,44.448109,3467200
2013-04-30,45.70887,46.648975,45.54966,46.201668,45.189655,6733400
2013-05-01,45.996967,46.535255,45.564823,45.595146,44.596413,3782600
2013-05-02,45.739197,45.981804,45.564823,45.837757,44.833717,3288700
2013-05-03,46.315392,46.467022,45.951477,46.095528,45.085842,4975200
2013-05-06,46.087944,46.588326,45.898407,46.482185,45.464027,2742300
2013-05-17,47.573921,48.021229,47.566338,47.952995,46.902615,5061100
2013-05-20,47.899925,48.58984,47.839272,48.574677,47.510681,4717700
2013-05-22,48.392723,48.551933,47.369221,47.581501,46.539253,3720800
2013-05-23,47.240334,47.543594,47.141773,47.300987,46.264893,3723100
2013-05-28,47.551174,47.922668,47.361637,47.452614,46.413197,2612600
2013-05-29,47.081123,47.369221,46.929493,47.16452,46.13142,2774700
2013-05-31,47.16452,47.566338,46.868839,46.868839,45.842213,3558000
2013-06-03,46.899166,47.32373,46.830933,47.285824,46.250053,4153200
2013-06-04,47.17968,47.589081,46.580742,46.846096,45.819965,3902700
2013-06-05,46.762699,46.838512,45.678543,45.822594,44.818882,4562900
2013-06-07,46.209248,47.134193,45.883244,47.081123,46.049843,4465600
2013-06-12,47.33131,47.33131,46.520092,46.550419,45.530762,3492100
2013-06-13,46.565578,47.520847,46.376041,47.369221,46.331635,2964900
2013-06-17,47.763458,48.286579,47.740711,48.043972,46.9916,4052700
2013-06-18,48.006065,48.976498,47.824108,48.79454,47.725731,3908900
2013-06-19,48.79454,49.128128,48.263836,48.278999,47.221478,4613400
2013-06-20,47.755875,47.937832,47.081123,47.202427,46.168488,4312200
2013-06-24,46.732372,47.22517,46.421532,46.747536,45.723564,4102800
2013-06-25,47.058376,47.338894,46.679302,47.232754,46.198158,4103000
2013-06-26,47.626991,48.263836,47.543594,48.028809,46.995628,4347600
2013-06-28,48.089462,48.309326,47.786201,47.990902,46.958534,5570700
2013-07-01,48.32449,49.393478,48.218346,49.052311,47.997112,4959300
2013-07-02,48.968914,49.105381,48.112206,48.278999,47.240433,4284900
2013-07-05,48.650494,48.991661,48.53677,48.976498,47.922928,2308900
2013-07-09,49.537529,50.545868,49.537529,50.507961,49.421444,6204400
2013-07-10,50.492798,51.50872,50.492798,51.402576,50.296818,6201100
2013-07-11,51.993935,52.312359,51.402576,51.819561,50.704834,5616300
2013-07-18,51.554207,52.069748,50.667171,51.36467,50.259724,7251900
2013-07-19,51.554207,52.327522,51.30402,52.077332,50.957062,3879100
2013-07-22,52.122822,52.221378,51.440487,51.683094,50.571297,3661600
2013-07-25,50.909779,51.122063,50.667171,51.008339,49.91106,4091600
2013-07-26,50.636845,50.796059,50.439728,50.583775,49.495625,3133200
2013-07-29,50.394238,50.978012,50.2047,50.940105,49.844296,2829700
2013-08-02,51.273693,51.273693,50.773312,50.970432,49.873962,2737100
2013-08-07,50.796059,51.220623,50.644428,51.167553,50.066853,3086300
2013-08-09,51.000759,51.099319,50.735405,50.788475,49.695927,2054000
2013-08-12,50.447308,50.705078,50.288097,50.432144,49.347263,2785700
2013-08-13,50.439728,51.341927,50.394238,51.273693,50.170708,2321900
2013-08-14,51.099319,51.137226,50.454891,50.545868,49.458538,2287600
2013-08-20,50.720242,50.720242,50.2047,50.280514,49.198891,3152900
2013-08-22,50.341167,51.20546,50.235027,51.015923,49.918484,2210500
2013-08-26,50.970432,51.167553,50.507961,50.523125,49.436283,2126300
2013-08-27,49.855953,49.984837,49.476875,49.583019,48.516403,3179900
2013-09-03,50.136467,50.492798,49.742229,49.939346,48.865063,2234100
2013-09-04,49.802879,50.902199,49.802879,50.803638,49.710766,2787500
2013-09-06,51.038666,51.243366,50.348747,50.667171,49.577229,2599400
2013-09-09,50.811222,51.36467,50.811222,51.288857,50.185535,1805500
2013-09-10,51.690674,52.266869,51.599697,51.902958,50.78643,3072000
2013-09-11,51.956028,52.547386,51.857468,52.547386,51.417,2753000
2013-09-16,53.381348,53.555725,52.971947,53.153904,52.010479,3707700
2013-09-18,53.070507,53.487492,52.8279,53.442001,52.292374,3559400
2013-09-20,53.313114,53.616375,52.744503,52.744503,51.609875,6759000
2013-09-24,52.759666,52.805157,52.228962,52.266869,51.142513,3114500
2013-09-25,52.426079,52.896133,52.168308,52.736923,51.621178,3432800
